Customer_account_ID,Customer_FirstName,Customer_LastName,Email,PhoneNumber,Address,Receipt_ID
CST000201,Ava,Wang,ava.wang14@yahoo.com,0876163951,"146/2 Silom Rd, Bangkok",RCP008393
CST000202,Logan,Gonzalez,logan.gonzalez95@icloud.com,0611588836,"993/18 Lat Phrao Rd, Nonthaburi",RCP024900
CST000203,Xin,Zhang,xin.zhang64@hotmail.com,0619191567,"609/47 Sathorn Rd, Udon Thani",RCP020714
CST000204,Ploy,Zhao,ploy.zhao3@gmail.com,0947926695,"997/35 Charoenkrung Rd, Khon Kaen",RCP005668
CST000205,Mei,Huang,mei.huang54@yahoo.com,0667708109,"349/37 Sukhumvit Rd, Udon Thani",RCP016746
CST000206,Jose,Garcia,jose.garcia16@outlook.com,0825659158,"666/11 Ratchadaphisek Rd, Bangkok",RCP006971
CST000207,Aiden,Jones,aiden.jones36@hotmail.com,0943119212,"121/14 Silom Rd, Hat Yai",RCP000758
CST000208,Pim,Johnson,pim.johnson97@outlook.com,0694581417,"268/50 Ploenchit Rd, Nonthaburi",RCP002410
CST000209,James,Davis,james.davis10@yahoo.com,0972411092,"721/15 Silom Rd, Chiang Mai",RCP007606
CST000210,Nam,Huang,nam.huang28@yahoo.com,0638398719,"96/7 Ratchadaphisek Rd, Phuket",RCP021679
CST000211,Xin,Jones,xin.jones42@icloud.com,0878601988,"508/31 Lat Phrao Rd, Pattaya",RCP011132
CST000212,Krit,Wongkham,krit.wongkham24@gmail.com,0697478212,"858/46 Lat Phrao Rd, Khon Kaen",RCP017155
CST000213,Maria,Tanaka,maria.tanaka74@gmail.com,0669781845,"948/48 Phahon Yothin Rd, Chiang Mai",RCP019876
CST000214,Ryo,Williams,ryo.williams19@yahoo.com,0842228276,"492/10 Ratchadaphisek Rd, Nonthaburi",RCP021055
CST000215,Logan,Miller,logan.miller64@icloud.com,0641678751,"479/25 Phahon Yothin Rd, Pattaya",RCP004029
CST000216,Lucas,Ramirez,lucas.ramirez69@hotmail.com,0863313672,"216/27 Sathorn Rd, Phuket",RCP014089
CST000217,Ava,Davis,ava.davis11@hotmail.com,0927088656,"544/23 Sukhumvit Rd, Hat Yai",RCP020470
CST000218,Evelyn,Thongchai,evelyn.thongchai54@outlook.com,0882086924,"541/5 Ratchadaphisek Rd, Chiang Mai",RCP013162
CST000219,Jing,Zhao,jing.zhao46@hotmail.com,0852137284,"411/40 Phahon Yothin Rd, Bangkok",RCP017905
CST000220,Emma,Taylor,emma.taylor22@yahoo.com,0640070352,"888/45 Silom Rd, Hat Yai",RCP003857
CST000221,Sofia,Chaiyasit,sofia.chaiyasit9@outlook.com,0660078561,"386/6 Lat Phrao Rd, Khon Kaen",RCP005054
CST000222,Fang,Martinez,fang.martinez1@gmail.com,0614631530,"731/46 Lat Phrao Rd, Khon Kaen",RCP010849
